filename,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class_id,class_name,is_test,filename_cropped,bbox_h,bbox_w
00080.jpg,20,21,292,217,111,Ford Ranger SuperCab 2011,0,cropped_00080.jpg,197,273
00081.jpg,10,55,540,271,8,Aston Martin V8 Vantage Convertible 2012,0,cropped_00081.jpg,217,531
00082.jpg,63,113,597,413,192,Volkswagen Beetle Hatchback 2012,0,cropped_00082.jpg,301,535
00083.jpg,55,48,294,205,18,Audi 100 Wagon 1994,0,cropped_00083.jpg,158,240
00084.jpg,27,67,620,474,116,Ford E-Series Wagon Van 2012,0,cropped_00084.jpg,408,594
00085.jpg,15,80,629,402,49,Buick Verano Sedan 2012,0,cropped_00085.jpg,323,615
00086.jpg,119,300,1416,871,145,Jeep Patriot SUV 2012,0,cropped_00086.jpg,572,1298
00087.jpg,17,36,455,215,49,Buick Verano Sedan 2012,0,cropped_00087.jpg,180,439
00088.jpg,171,176,2373,1751,170,Nissan Juke Hatchback 2012,0,cropped_00088.jpg,1576,2203
00089.jpg,49,195,1003,617,20,Audi S6 Sedan 2011,0,cropped_00089.jpg,423,955
00090.jpg,5,43,296,211,114,Ford F-150 Regular Cab 2007,0,cropped_00090.jpg,169,292
00091.jpg,49,57,494,419,165,Mercedes-Benz S-Class Sedan 2012,0,cropped_00091.jpg,363,446
00092.jpg,101,84,492,272,138,Hyundai Sonata Sedan 2012,0,cropped_00092.jpg,189,392
00093.jpg,23,53,258,144,175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,0,cropped_00093.jpg,92,236
00094.jpg,19,60,783,440,112,Ford GT Coupe 2006,0,cropped_00094.jpg,381,765
00095.jpg,110,171,1213,648,122,GMC Canyon Extended Cab 2012,0,cropped_00095.jpg,478,1104
00096.jpg,39,67,346,206,104,Ferrari 458 Italia Coupe 2012,0,cropped_00096.jpg,140,308
00097.jpg,3,7,76,50,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,0,cropped_00097.jpg,44,74
00098.jpg,65,37,578,360,51,Cadillac CTS-V Sedan 2012,0,cropped_00098.jpg,324,514
00099.jpg,27,60,486,364,37,BMW X3 SUV 2012,0,cropped_00099.jpg,305,460
00100.jpg,22,180,454,355,71,Chevrolet Express Van 2007,0,cropped_00100.jpg,176,433
00101.jpg,70,39,940,742,193,Volvo C30 Hatchback 2012,0,cropped_00101.jpg,704,871
00102.jpg,99,130,396,222,105,Fisker Karma Sedan 2012,0,cropped_00102.jpg,93,298
00103.jpg,85,107,609,381,61,Chevrolet Impala Sedan 2007,0,cropped_00103.jpg,275,525
00104.jpg,1,76,480,315,74,Chevrolet Silverado 1500 Extended Cab 2012,0,cropped_00104.jpg,240,480
00105.jpg,57,266,967,623,133,Hyundai Veracruz SUV 2012,0,cropped_00105.jpg,358,911
00106.jpg,69,75,236,161,162,Mercedes-Benz C-Class Sedan 2012,0,cropped_00106.jpg,87,168
00107.jpg,24,17,249,163,131,Hyundai Santa Fe SUV 2012,0,cropped_00107.jpg,147,226
00108.jpg,7,27,212,147,88,Dodge Sprinter Cargo Van 2009,0,cropped_00108.jpg,121,206
00109.jpg,18,14,248,168,121,GMC Acadia SUV 2012,0,cropped_00109.jpg,155,231
00110.jpg,19,2,591,387,180,Spyker C8 Coupe 2009,0,cropped_00110.jpg,386,573
00111.jpg,52,6,759,513,180,Spyker C8 Coupe 2009,0,cropped_00111.jpg,508,708
00112.jpg,231,103,430,226,137,Hyundai Genesis Sedan 2012,0,cropped_00112.jpg,124,200
00113.jpg,91,148,700,582,133,Hyundai Veracruz SUV 2012,0,cropped_00113.jpg,435,610
00114.jpg,19,72,624,397,71,Chevrolet Express Van 2007,0,cropped_00114.jpg,326,606
00115.jpg,26,90,376,243,83,Dodge Caliber Wagon 2012,0,cropped_00115.jpg,154,351
00116.jpg,132,120,667,401,110,Ford Edge SUV 2012,0,cropped_00116.jpg,282,536
00117.jpg,84,44,663,342,42,Bentley Continental GT Coupe 2012,0,cropped_00117.jpg,299,580
00118.jpg,87,235,591,412,177,Rolls-Royce Phantom Sedan 2012,0,cropped_00118.jpg,178,505
00119.jpg,173,370,1207,960,147,Jeep Liberty SUV 2012,0,cropped_00119.jpg,591,1035
00120.jpg,3,19,195,114,161,Mercedes-Benz 300-Class Convertible 1993,0,cropped_00120.jpg,96,193
00121.jpg,49,143,487,455,109,Ford Expedition EL SUV 2009,0,cropped_00121.jpg,313,439
00122.jpg,72,67,233,176,28,BMW 1 Series Coupe 2012,0,cropped_00122.jpg,110,162
00123.jpg,151,568,1954,1271,144,Jaguar XK XKR 2012,0,cropped_00123.jpg,704,1804
00124.jpg,14,88,271,178,53,Cadillac Escalade EXT Crew Cab 2007,0,cropped_00124.jpg,91,258
00125.jpg,135,761,1894,1353,29,BMW 3 Series Sedan 2012,0,cropped_00125.jpg,593,1760
00126.jpg,44,123,778,487,66,Chevrolet Cobalt SS 2010,0,cropped_00126.jpg,365,735
00127.jpg,69,103,537,322,79,Chrysler 300 SRT-8 2010,0,cropped_00127.jpg,220,469
00128.jpg,86,78,355,284,13,Audi A5 Coupe 2012,0,cropped_00128.jpg,207,270
00129.jpg,50,80,592,273,136,Hyundai Accent Sedan 2012,0,cropped_00129.jpg,194,543
00130.jpg,95,161,543,368,143,Isuzu Ascender SUV 2008,0,cropped_00130.jpg,208,449
00131.jpg,275,195,863,474,171,Nissan 240SX Coupe 1998,0,cropped_00131.jpg,280,589
00132.jpg,99,78,557,389,89,Dodge Journey SUV 2012,0,cropped_00132.jpg,312,459
00133.jpg,11,126,426,360,135,Hyundai Elantra Sedan 2007,0,cropped_00133.jpg,235,416
00134.jpg,1,2,267,185,161,Mercedes-Benz 300-Class Convertible 1993,0,cropped_00134.jpg,184,267
00135.jpg,19,735,2669,2192,58,Chevrolet Traverse SUV 2012,0,cropped_00135.jpg,1458,2651
00136.jpg,21,35,279,195,122,GMC Canyon Extended Cab 2012,0,cropped_00136.jpg,161,259
00137.jpg,45,99,593,403,178,Scion xD Hatchback 2012,0,cropped_00137.jpg,305,549
00138.jpg,130,282,1425,900,56,Chevrolet Corvette ZR1 2012,0,cropped_00138.jpg,619,1296
00139.jpg,72,215,628,481,184,Suzuki SX4 Sedan 2012,0,cropped_00139.jpg,267,557
00140.jpg,62,95,633,434,191,Volkswagen Golf Hatchback 1991,0,cropped_00140.jpg,340,572
00141.jpg,13,106,476,260,40,Bentley Arnage Sedan 2009,0,cropped_00141.jpg,155,464
00142.jpg,78,300,952,633,60,Chevrolet HHR SS 2010,0,cropped_00142.jpg,334,875
00143.jpg,72,51,566,412,155,Land Rover LR2 SUV 2012,0,cropped_00143.jpg,362,495
00144.jpg,66,59,283,202,71,Chevrolet Express Van 2007,0,cropped_00144.jpg,144,218
00145.jpg,135,36,1181,885,140,Hyundai Azera Sedan 2012,0,cropped_00145.jpg,850,1047
00146.jpg,2,5,298,162,42,Bentley Continental GT Coupe 2012,0,cropped_00146.jpg,158,297
00147.jpg,8,12,770,309,76,Chrysler Aspen SUV 2009,0,cropped_00147.jpg,298,763
00148.jpg,24,78,608,379,187,Toyota Camry Sedan 2012,0,cropped_00148.jpg,302,585
00149.jpg,34,1,242,179,86,Dodge Ram Pickup 3500 Crew Cab 2010,0,cropped_00149.jpg,179,209
00150.jpg,11,208,596,386,8,Aston Martin V8 Vantage Convertible 2012,0,cropped_00150.jpg,179,586
00151.jpg,8,37,294,150,5,Acura TSX Sedan 2012,0,cropped_00151.jpg,114,287
00152.jpg,23,66,499,311,47,Buick Regal GS 2012,0,cropped_00152.jpg,246,477
00153.jpg,6,138,627,361,30,BMW 3 Series Wagon 2012,0,cropped_00153.jpg,224,622
00154.jpg,17,105,385,243,18,Audi 100 Wagon 1994,0,cropped_00154.jpg,139,369
00155.jpg,76,4,1585,1120,149,Jeep Compass SUV 2012,0,cropped_00155.jpg,1117,1510
00156.jpg,22,21,211,139,174,Ram C/V Cargo Van Minivan 2012,0,cropped_00156.jpg,119,190
00157.jpg,32,130,973,661,138,Hyundai Sonata Sedan 2012,0,cropped_00157.jpg,532,942
00158.jpg,75,236,1196,846,179,Spyker C8 Convertible 2009,0,cropped_00158.jpg,611,1122
00159.jpg,37,139,988,694,24,Audi S4 Sedan 2007,0,cropped_00159.jpg,556,952
00160.jpg,114,46,546,287,42,Bentley Continental GT Coupe 2012,0,cropped_00160.jpg,242,433
00161.jpg,12,83,629,354,73,Chevrolet Malibu Sedan 2007,0,cropped_00161.jpg,272,618
00162.jpg,38,66,548,385,176,Rolls-Royce Ghost Sedan 2012,0,cropped_00162.jpg,320,511
00163.jpg,46,84,661,428,1,AM General Hummer SUV 2000,0,cropped_00163.jpg,345,616
00164.jpg,13,29,239,174,37,BMW X3 SUV 2012,0,cropped_00164.jpg,146,227
00165.jpg,27,65,490,220,36,BMW M6 Convertible 2010,0,cropped_00165.jpg,156,464
00166.jpg,4,69,402,245,108,Ford Freestar Minivan 2007,0,cropped_00166.jpg,177,399
00167.jpg,19,27,429,258,41,Bentley Mulsanne Sedan 2011,0,cropped_00167.jpg,232,411
00168.jpg,110,96,565,389,40,Bentley Arnage Sedan 2009,0,cropped_00168.jpg,294,456
00169.jpg,2,22,140,81,119,GMC Savana Van 2012,0,cropped_00169.jpg,60,139
00170.jpg,48,71,615,453,119,GMC Savana Van 2012,0,cropped_00170.jpg,383,568
00171.jpg,41,42,262,170,19,Audi TT Hatchback 2011,0,cropped_00171.jpg,129,222
00172.jpg,6,108,493,267,163,Mercedes-Benz SL-Class Coupe 2009,0,cropped_00172.jpg,160,488
00173.jpg,26,61,508,342,120,GMC Yukon Hybrid SUV 2012,0,cropped_00173.jpg,282,483
00174.jpg,13,29,249,159,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,0,cropped_00174.jpg,131,237
00175.jpg,69,120,739,502,116,Ford E-Series Wagon Van 2012,0,cropped_00175.jpg,383,671
00176.jpg,45,85,1005,558,66,Chevrolet Cobalt SS 2010,0,cropped_00176.jpg,474,961
00177.jpg,98,22,650,302,50,Buick Enclave SUV 2012,0,cropped_00177.jpg,281,553
00178.jpg,5,28,285,148,122,GMC Canyon Extended Cab 2012,0,cropped_00178.jpg,121,281
00179.jpg,42,113,601,439,155,Land Rover LR2 SUV 2012,0,cropped_00179.jpg,327,560
00180.jpg,3,40,297,157,142,Infiniti QX56 SUV 2011,0,cropped_00180.jpg,118,295
00181.jpg,84,256,913,752,68,Chevrolet TrailBlazer SS 2009,0,cropped_00181.jpg,497,830
00182.jpg,43,226,1001,630,170,Nissan Juke Hatchback 2012,0,cropped_00182.jpg,405,959
00183.jpg,2,9,196,125,161,Mercedes-Benz 300-Class Convertible 1993,0,cropped_00183.jpg,117,195
00184.jpg,34,51,604,344,161,Mercedes-Benz 300-Class Convertible 1993,0,cropped_00184.jpg,294,571
00185.jpg,24,35,620,438,133,Hyundai Veracruz SUV 2012,0,cropped_00185.jpg,404,597
00186.jpg,6,72,255,178,125,HUMMER H2 SUT Crew Cab 2009,0,cropped_00186.jpg,107,250
00187.jpg,4,408,1600,934,160,McLaren MP4-12C Coupe 2012,0,cropped_00187.jpg,527,1597
00188.jpg,25,162,1241,764,93,Dodge Challenger SRT8 2011,0,cropped_00188.jpg,603,1217
00189.jpg,18,15,583,421,183,Suzuki SX4 Hatchback 2012,0,cropped_00189.jpg,407,566
00190.jpg,198,416,1271,935,45,Bugatti Veyron 16.4 Convertible 2009,0,cropped_00190.jpg,520,1074
00191.jpg,129,75,654,422,143,Isuzu Ascender SUV 2008,0,cropped_00191.jpg,348,526
00192.jpg,37,24,259,212,189,Toyota 4Runner SUV 2012,0,cropped_00192.jpg,189,223
00193.jpg,82,107,990,723,48,Buick Rainier SUV 2007,0,cropped_00193.jpg,617,909
00194.jpg,187,327,1211,769,176,Rolls-Royce Ghost Sedan 2012,0,cropped_00194.jpg,443,1025
00195.jpg,150,339,1313,771,77,Chrysler Sebring Convertible 2010,0,cropped_00195.jpg,433,1164
00196.jpg,26,46,266,213,190,Volkswagen Golf Hatchback 2012,0,cropped_00196.jpg,168,241
00197.jpg,47,102,492,371,110,Ford Edge SUV 2012,0,cropped_00197.jpg,270,446
00198.jpg,91,121,574,357,6,Acura Integra Type R 2001,0,cropped_00198.jpg,237,484
00199.jpg,151,298,1285,835,191,Volkswagen Golf Hatchback 1991,0,cropped_00199.jpg,538,1135
00200.jpg,30,55,301,187,16,Audi V8 Sedan 1994,0,cropped_00200.jpg,133,272
00201.jpg,21,1,386,200,12,Audi RS 4 Convertible 2008,0,cropped_00201.jpg,200,366
00202.jpg,233,217,1228,807,90,Dodge Dakota Crew Cab 2010,0,cropped_00202.jpg,591,996
00203.jpg,30,167,945,545,188,Toyota Corolla Sedan 2012,0,cropped_00203.jpg,379,916
00204.jpg,11,61,284,151,128,Honda Accord Coupe 2012,0,cropped_00204.jpg,91,274
00205.jpg,29,70,612,356,23,Audi S4 Sedan 2012,0,cropped_00205.jpg,287,584
00206.jpg,117,222,558,434,11,Aston Martin Virage Coupe 2012,0,cropped_00206.jpg,213,442
00207.jpg,31,119,438,258,93,Dodge Challenger SRT8 2011,0,cropped_00207.jpg,140,408
00208.jpg,26,151,360,256,8,Aston Martin V8 Vantage Convertible 2012,0,cropped_00208.jpg,106,335
00209.jpg,58,136,973,636,63,Chevrolet Sonic Sedan 2012,0,cropped_00209.jpg,501,916
00210.jpg,8,80,639,366,173,Porsche Panamera Sedan 2012,0,cropped_00210.jpg,287,632
00211.jpg,11,47,598,365,176,Rolls-Royce Ghost Sedan 2012,0,cropped_00211.jpg,319,588
00212.jpg,8,20,254,155,72,Chevrolet Monte Carlo Coupe 2007,0,cropped_00212.jpg,136,247
00213.jpg,37,62,261,191,195,Volvo XC90 SUV 2007,0,cropped_00213.jpg,130,225
00214.jpg,70,78,915,640,114,Ford F-150 Regular Cab 2007,0,cropped_00214.jpg,563,846
00215.jpg,38,50,221,138,72,Chevrolet Monte Carlo Coupe 2007,0,cropped_00215.jpg,89,184
00216.jpg,21,45,133,88,119,GMC Savana Van 2012,0,cropped_00216.jpg,44,113
00217.jpg,45,39,594,444,18,Audi 100 Wagon 1994,0,cropped_00217.jpg,406,550
00218.jpg,39,94,337,245,77,Chrysler Sebring Convertible 2010,0,cropped_00218.jpg,152,299
00219.jpg,89,1,597,316,18,Audi 100 Wagon 1994,0,cropped_00219.jpg,316,509
00220.jpg,16,103,462,347,107,Ford Mustang Convertible 2007,0,cropped_00220.jpg,245,447
00221.jpg,29,21,477,299,10,Aston Martin Virage Convertible 2012,0,cropped_00221.jpg,279,449
00222.jpg,89,58,545,338,196,smart fortwo Convertible 2012,0,cropped_00222.jpg,281,457
00223.jpg,42,115,299,288,99,FIAT 500 Abarth 2012,0,cropped_00223.jpg,174,258
00224.jpg,19,10,177,134,88,Dodge Sprinter Cargo Van 2009,0,cropped_00224.jpg,125,159
00225.jpg,20,50,463,313,121,GMC Acadia SUV 2012,0,cropped_00225.jpg,264,444
00226.jpg,46,15,202,156,111,Ford Ranger SuperCab 2011,0,cropped_00226.jpg,142,157
00227.jpg,36,63,613,397,61,Chevrolet Impala Sedan 2007,0,cropped_00227.jpg,335,578
00228.jpg,237,156,896,365,141,Infiniti G Coupe IPL 2012,0,cropped_00228.jpg,210,660
00229.jpg,5,46,255,138,136,Hyundai Accent Sedan 2012,0,cropped_00229.jpg,93,251
00230.jpg,223,542,3692,2478,183,Suzuki SX4 Hatchback 2012,0,cropped_00230.jpg,1937,3470
00231.jpg,73,109,606,374,106,Ford F-450 Super Duty Crew Cab 2012,0,cropped_00231.jpg,266,534
00232.jpg,15,110,544,381,84,Dodge Caliber Wagon 2007,0,cropped_00232.jpg,272,530
00233.jpg,276,124,1495,951,194,Volvo 240 Sedan 1993,0,cropped_00233.jpg,828,1220
00234.jpg,99,364,1211,954,132,Hyundai Tucson SUV 2012,0,cropped_00234.jpg,591,1113
00235.jpg,59,63,549,404,111,Ford Ranger SuperCab 2011,0,cropped_00235.jpg,342,491
00236.jpg,19,138,571,424,7,Acura ZDX Hatchback 2012,0,cropped_00236.jpg,287,553
00237.jpg,11,10,396,265,65,Chevrolet Avalanche Crew Cab 2012,0,cropped_00237.jpg,256,386
00238.jpg,163,91,527,346,26,BMW ActiveHybrid 5 Sedan 2012,0,cropped_00238.jpg,256,365
00239.jpg,4,19,255,172,16,Audi V8 Sedan 1994,0,cropped_00239.jpg,154,252
00240.jpg,45,60,251,171,138,Hyundai Sonata Sedan 2012,0,cropped_00240.jpg,112,207
00241.jpg,32,59,1011,709,170,Nissan Juke Hatchback 2012,0,cropped_00241.jpg,651,980
00242.jpg,10,53,273,167,102,Ferrari California Convertible 2012,0,cropped_00242.jpg,115,264
00243.jpg,270,228,727,416,168,Nissan Leaf Hatchback 2012,0,cropped_00243.jpg,189,458
00244.jpg,21,93,479,331,7,Acura ZDX Hatchback 2012,0,cropped_00244.jpg,239,459
00245.jpg,22,59,536,238,61,Chevrolet Impala Sedan 2007,0,cropped_00245.jpg,180,515
00246.jpg,1,317,1280,945,167,Mitsubishi Lancer Sedan 2012,0,cropped_00246.jpg,629,1280
00247.jpg,47,125,850,468,137,Hyundai Genesis Sedan 2012,0,cropped_00247.jpg,344,804
00248.jpg,52,167,508,387,177,Rolls-Royce Phantom Sedan 2012,0,cropped_00248.jpg,221,457
00249.jpg,6,155,631,450,153,Lamborghini Diablo Coupe 2001,0,cropped_00249.jpg,296,626
00250.jpg,11,35,246,186,190,Volkswagen Golf Hatchback 2012,0,cropped_00250.jpg,152,236
00251.jpg,576,466,2994,1953,167,Mitsubishi Lancer Sedan 2012,0,cropped_00251.jpg,1488,2419
00252.jpg,37,50,253,158,105,Fisker Karma Sedan 2012,0,cropped_00252.jpg,109,217
00253.jpg,51,105,579,335,50,Buick Enclave SUV 2012,0,cropped_00253.jpg,231,529
00254.jpg,21,11,296,141,131,Hyundai Santa Fe SUV 2012,0,cropped_00254.jpg,131,276
00255.jpg,29,78,734,396,6,Acura Integra Type R 2001,0,cropped_00255.jpg,319,706
00256.jpg,85,215,776,511,21,Audi S5 Convertible 2012,0,cropped_00256.jpg,297,692
00257.jpg,23,146,617,329,31,BMW 6 Series Convertible 2007,0,cropped_00257.jpg,184,595
00258.jpg,34,86,227,166,51,Cadillac CTS-V Sedan 2012,0,cropped_00258.jpg,81,194
00259.jpg,75,254,2514,1929,187,Toyota Camry Sedan 2012,0,cropped_00259.jpg,1676,2440
00260.jpg,28,164,698,417,134,Hyundai Sonata Hybrid Sedan 2012,0,cropped_00260.jpg,254,671
00261.jpg,32,79,378,221,16,Audi V8 Sedan 1994,0,cropped_00261.jpg,143,347
00262.jpg,158,132,501,293,103,Ferrari 458 Italia Convertible 2012,0,cropped_00262.jpg,162,344
00263.jpg,177,299,730,673,40,Bentley Arnage Sedan 2009,0,cropped_00263.jpg,375,554
00264.jpg,42,72,472,299,69,Chevrolet Silverado 2500HD Regular Cab 2012,0,cropped_00264.jpg,228,431
00265.jpg,15,74,387,195,55,Chevrolet Corvette Convertible 2012,0,cropped_00265.jpg,122,373
00266.jpg,22,300,786,552,17,Audi 100 Sedan 1994,0,cropped_00266.jpg,253,765
00267.jpg,25,133,620,374,46,Bugatti Veyron 16.4 Coupe 2009,0,cropped_00267.jpg,242,596
00268.jpg,49,53,596,398,74,Chevrolet Silverado 1500 Extended Cab 2012,0,cropped_00268.jpg,346,548
00269.jpg,29,192,605,391,185,Tesla Model S Sedan 2012,0,cropped_00269.jpg,200,577
00270.jpg,15,70,357,186,122,GMC Canyon Extended Cab 2012,0,cropped_00270.jpg,117,343
